Order_ID,Order_Date,Region,Category,Product,Customer_Name,Quantity,Discount,Sales,Profit
1228,2023-02-21,East,Stationery,Notebook,Kavita Das,1,0.0,189.39,43.24
1229,2023-02-21,East,Furniture,Bed Frame,Karan Mehta,10,0.0,5526.2,1245.79
1230,2023-02-21,East,Clothing,Shoes,Sneha Gupta,7,0.1,5916.55,1406.5
1231,2023-02-22,West,Groceries,Tea Pack,Pooja Iyer,4,0.1,3534.88,574.48
1232,2023-02-22,East,Clothing,Shoes,Amit Singh,6,0.2,5370.9,879.88
1233,2023-02-22,West,Electronics,Headphones,Pooja Iyer,4,0.05,1621.3,256.23
1234,2023-02-22,West,Stationery,Marker Pack,Sneha Gupta,3,0.1,3087.44,754.03
1235,2023-02-23,South,Groceries,Spices Set,Pooja Iyer,8,0.1,4100.68,483.92
1236,2023-02-23,West,Stationery,Marker Pack,Sneha Gupta,4,0.2,1624.99,178.92
1237,2023-02-23,West,Stationery,Marker Pack,Vikram Rao,9,0.0,9438.71,1757.35
1238,2023-02-23,East,Clothing,Shoes,Anjali Nair,1,0.15,229.4,48.72
1239,2023-02-24,East,Electronics,Smart Watch,Rohit Kapoor,8,0.2,5673.0,1689.52
1240,2023-02-24,North,Furniture,Office Chair,Karan Mehta,6,0.1,4318.71,747.66
1241,2023-02-24,South,Furniture,Bed Frame,Rohit Kapoor,7,0.2,476.04,51.31
1242,2023-02-24,East,Groceries,Spices Set,Pooja Iyer,3,0.2,3644.2,466.3
1243,2023-02-24,East,Furniture,Bookshelf,Neha Joshi,5,0.2,1623.83,431.38
1244,2023-02-25,East,Groceries,Rice Pack,Anjali Nair,6,0.0,9897.63,2145.22
1245,2023-02-25,North,Stationery,Marker Pack,Vikram Rao,10,0.2,4318.74,476.23
1246,2023-02-25,West,Furniture,Bed Frame,Arjun Reddy,10,0.15,1806.2,426.53
1247,2023-02-25,North,Stationery,Notebook,Sneha Gupta,1,0.15,575.6,74.99
1248,2023-02-25,South,Groceries,Spices Set,Sanjay Malhotra,10,0.15,7828.14,1934.86
1249,2023-02-25,North,Furniture,Bed Frame,Sneha Gupta,9,0.1,10741.86,2101.9
1250,2023-02-26,East,Furniture,Bookshelf,Manoj Pillai,9,0.1,4830.67,1136.05
1251,2023-02-26,East,Stationery,Marker Pack,Sneha Gupta,4,0.1,2914.06,422.46
1252,2023-02-26,East,Clothing,Jeans,Divya Menon,8,0.1,7076.23,1500.85
1253,2023-02-26,East,Clothing,T-Shirt,Neha Joshi,9,0.15,12810.91,2291.95
1254,2023-02-26,East,Furniture,Sofa,Rahul Sharma,11,0.0,4565.23,1055.46
1255,2023-02-26,West,Furniture,Wooden Table,Kavita Das,9,0.1,6941.91,1660.74
1256,2023-02-27,North,Stationery,File Folder,Sneha Gupta,4,0.0,4979.56,1026.83
1257,2023-02-27,South,Electronics,Smartphone,Karan Mehta,6,0.15,1515.54,385.18
1258,2023-02-27,North,Stationery,Pen Set,Karan Mehta,8,0.15,8256.09,2073.78
1259,2023-02-27,East,Clothing,Jacket,Arjun Reddy,1,0.0,1269.7,185.94
1260,2023-02-28,South,Groceries,Cooking Oil,Manoj Pillai,1,0.15,715.3,98.18
1261,2023-02-28,East,Electronics,Smartphone,Vikram Rao,10,0.2,3962.86,1175.38
1262,2023-02-28,East,Groceries,Spices Set,Rohit Kapoor,8,0.05,11056.5,2140.58
1263,2023-03-01,North,Clothing,Jeans,Divya Menon,8,0.1,16567.06,1703.37
1264,2023-03-01,East,Clothing,Cap,Arjun Reddy,4,0.05,5704.46,1299.16
1265,2023-03-01,West,Groceries,Spices Set,Anjali Nair,2,0.15,2268.53,310.69
1266,2023-03-01,South,Groceries,Snacks Box,Manoj Pillai,4,0.0,1740.48,256.03
1267,2023-03-02,East,Clothing,Cap,Divya Menon,10,0.0,7747.69,1331.91
1268,2023-03-02,South,Electronics,Smartphone,Pooja Iyer,5,0.05,4305.9,863.35
1269,2023-03-02,East,Electronics,Headphones,Anjali Nair,10,0.05,8894.18,1127.01
1270,2023-03-02,South,Groceries,Spices Set,Anjali Nair,7,0.2,6708.65,1687.02
1271,2023-03-02,South,Furniture,Bed Frame,Kavita Das,2,0.2,626.59,150.85
1272,2023-03-03,North,Electronics,Tablet,Manoj Pillai,9,0.05,22110.01,2873.65
1273,2023-03-03,East,Stationery,Marker Pack,Priya Verma,11,0.2,7982.55,1509.47
1274,2023-03-03,North,Groceries,Cooking Oil,Rohit Kapoor,7,0.15,10125.8,2144.23
1275,2023-03-04,North,Groceries,Snacks Box,Kavita Das,1,0.05,1651.21,180.08
1276,2023-03-04,East,Electronics,Tablet,Rahul Sharma,8,0.15,2753.78,374.5
1277,2023-03-04,South,Groceries,Snacks Box,Manoj Pillai,7,0.15,6827.36,1920.9
1278,2023-03-04,West,Electronics,Tablet,Amit Singh,6,0.0,4456.71,924.55
1279,2023-03-04,South,Furniture,Office Chair,Sanjay Malhotra,1,0.1,362.73,88.44
1280,2023-03-05,West,Furniture,Wooden Table,Pooja Iyer,6,0.05,2261.85,650.24
1281,2023-03-05,North,Electronics,Smart Watch,Neha Joshi,1,0.05,1139.55,136.95
1282,2023-03-05,North,Groceries,Spices Set,Arjun Reddy,1,0.05,2039.77,368.08
1283,2023-03-05,South,Stationery,Pen Set,Sanjay Malhotra,1,0.05,546.86,86.32
1284,2023-03-05,East,Stationery,File Folder,Sanjay Malhotra,6,0.05,3558.33,457.79
1285,2023-03-05,South,Groceries,Snacks Box,Vikram Rao,1,0.2,991.81,273.68
1286,2023-03-06,West,Stationery,Marker Pack,Rahul Sharma,11,0.15,11472.27,2744.87
1287,2023-03-06,West,Furniture,Sofa,Karan Mehta,3,0.2,1439.59,388.5
1288,2023-03-06,East,Furniture,Bookshelf,Manoj Pillai,1,0.2,475.18,87.1
1289,2023-03-06,South,Groceries,Cooking Oil,Vikram Rao,4,0.1,3191.93,907.93
1290,2023-03-07,North,Stationery,Pen Set,Rahul Sharma,12,0.15,16144.85,1742.18
1291,2023-03-07,North,Furniture,Bed Frame,Divya Menon,9,0.05,7637.22,2091.79
1292,2023-03-07,East,Clothing,T-Shirt,Sneha Gupta,4,0.0,7135.05,1789.94
1293,2023-03-07,South,Stationery,Pen Set,Karan Mehta,4,0.2,1296.1,202.98
1294,2023-03-07,West,Stationery,Geometry Box,Vikram Rao,5,0.1,3840.9,766.09
1295,2023-03-08,West,Clothing,Jeans,Anjali Nair,6,0.15,1504.45,410.44
